verification_id,recommendation_id,counterfactual_kgco2e,actual_kgco2e,verified_savings_kgco2e,ci_lower,ci_upper,sla_compliant,verification_status,evidence_chain_steps,verified_at
03ad36d4,4ca737b6,0.000158,0.000128,3e-05,1e-06,5.8e-05,True,confirmed,7,2026-04-09 22:20:45.763086
24109e2d,d4e4384f,0.000137,0.000115,2.1e-05,-4e-06,4.6e-05,True,partial,7,2026-04-09 22:20:45.764546
36787ad4,5ae78b10,0.000189,0.000165,2.3e-05,-1.2e-05,5.9e-05,True,partial,7,2026-04-09 22:20:45.766587
0936620b,d734606a,0.000397,0.000354,4.3e-05,-3.1e-05,0.000119,True,partial,7,2026-04-09 22:20:45.768081
1fa2fa37,d6b31a33,0.003013,0.002548,0.000465,-9.1e-05,0.001021,True,partial,7,2026-04-09 22:20:45.769550
797eff77,dce64822,0.000125,8.2e-05,4.3e-05,1e-06,8.4e-05,True,confirmed,7,2026-04-09 22:20:45.771028
03522b41,a9e17d27,0.000289,0.00019,9.9e-05,3e-06,0.000195,True,confirmed,7,2026-04-09 22:20:45.772610
67c2a8cc,ddb5667c,0.000677,0.000589,8.8e-05,-3.9e-05,0.000215,True,partial,7,2026-04-09 22:20:45.774083
a64b3705,5601f04a,0.000656,0.00055,0.000107,-1.4e-05,0.000227,True,partial,7,2026-04-09 22:20:45.775537
115b1afb,e4f5f2a3,0.000681,0.000471,0.00021,-2.1e-05,0.000441,True,partial,7,2026-04-09 22:20:45.777011
d05ca488,e9dead59,0.00219,0.001438,0.000751,2.6e-05,0.001477,True,confirmed,7,2026-04-09 22:20:45.778532
4290c20a,49a4e4f8,0.00139,0.000916,0.000473,1.2e-05,0.000934,True,confirmed,7,2026-04-09 22:20:45.781001
dc6adc28,adbd7d0d,0.003932,0.003325,0.000606,-0.000119,0.001332,True,partial,7,2026-04-09 22:20:45.783263
0b1fa142,05571a12,0.003357,0.001146,0.00221,0.00131,0.003111,True,confirmed,7,2026-04-09 22:20:45.784799
34367430,7880dd2e,0.002349,0.001153,0.001195,0.000495,0.001895,True,confirmed,7,2026-04-09 22:20:45.786365
16c03153,baecca8c,1.7e-05,1.5e-05,2e-06,-1e-06,5e-06,True,partial,7,2026-04-09 22:20:45.787819
62760864,07861344,0.000138,0.000121,1.7e-05,-9e-06,4.3e-05,True,partial,7,2026-04-09 22:20:45.789402
703aa6d5,529cb575,0.000134,0.000119,1.4e-05,-1.1e-05,4e-05,True,partial,7,2026-04-09 22:20:45.791007
0d84fab5,a674cd5c,0.000489,0.000362,0.000127,-4.3e-05,0.000297,True,partial,7,2026-04-09 22:20:45.792704
23dcda1b,c96e9f7f,0.004059,0.003433,0.000626,-0.000123,0.001376,True,partial,7,2026-04-09 22:20:45.794282
f3d3324f,87151cae,0.000311,0.000242,7e-05,1.5e-05,0.000125,True,confirmed,7,2026-04-09 22:20:45.795754
de18511a,b474fd0b,0.003273,0.00215,0.001123,3.8e-05,0.002207,True,confirmed,7,2026-04-09 22:20:45.797350
2f69156b,1729d704,0.002879,0.002066,0.000813,-0.000176,0.001801,True,partial,7,2026-04-09 22:20:45.799642
dd3cf3fc,55c324ef,0.001367,0.000898,0.000469,1.6e-05,0.000922,True,confirmed,7,2026-04-09 22:20:45.801397
6b76d2e4,252dce55,0.000256,0.000181,7.5e-05,3.2e-05,0.000119,True,confirmed,7,2026-04-09 22:20:45.803042
01b7790c,df3ea4da,0.001889,0.001309,0.00058,-5.9e-05,0.00122,True,partial,7,2026-04-09 22:20:45.805002
d7484a92,517d0aa5,0.000847,0.000556,0.000291,1e-05,0.000571,True,confirmed,7,2026-04-09 22:20:45.806495
199215b3,6448c88b,0.003349,0.002404,0.000945,-0.000205,0.002095,True,partial,7,2026-04-09 22:20:45.807998
a6f8a4b6,51c8557c,0.000152,0.000133,1.9e-05,-1e-05,4.7e-05,True,partial,7,2026-04-09 22:20:45.809447
eae1611b,e32ed005,0.001831,0.001645,0.000185,-0.000162,0.000533,True,partial,7,2026-04-09 22:20:45.811133
1a5bc8c2,3840792a,0.001286,0.001077,0.000209,-2.7e-05,0.000445,True,partial,7,2026-04-09 22:20:45.813188
09433b47,e326db14,0.001477,0.001023,0.000454,-4.6e-05,0.000954,True,partial,7,2026-04-09 22:20:45.814798
7bdf93f8,49bea59e,0.003097,0.001939,0.001157,0.000151,0.002165,True,confirmed,7,2026-04-09 22:20:45.816973
27b88f25,1e8e7379,0.000826,0.000664,0.000162,-0.000136,0.00046,True,partial,7,2026-04-09 22:20:45.818509
10339b5c,49ab7385,0.000656,0.000276,0.00038,0.000194,0.000567,True,confirmed,7,2026-04-09 22:20:45.820113
a1f8cc52,8c9be77b,0.000269,0.000227,4.2e-05,-8e-06,9.2e-05,True,partial,7,2026-04-09 22:20:45.821640
569bfe99,d8e66801,0.00224,0.00194,0.0003,-0.000118,0.000719,True,partial,7,2026-04-09 22:20:45.823137
16edc5b6,32ff1f75,0.002931,0.002462,0.000468,-0.000611,0.001546,True,partial,7,2026-04-09 22:20:45.824725
e8c72fb2,00923212,0.00069,0.000599,9.1e-05,-0.000167,0.000349,True,partial,7,2026-04-09 22:20:45.826201
24f26c4c,2646537f,0.000468,0.00041,5.8e-05,-2.9e-05,0.000146,True,partial,7,2026-04-09 22:20:45.827845
abf9cd50,9fca07dd,0.001802,0.001522,0.000281,-5.1e-05,0.000613,True,partial,7,2026-04-09 22:20:45.829396
5de972a5,dafa6e74,0.000323,0.000287,3.5e-05,-2.5e-05,9.6e-05,True,partial,7,2026-04-09 22:20:45.830867
0b0b1e88,90e0decb,4.9e-05,4.3e-05,6e-06,-3e-06,1.5e-05,True,partial,7,2026-04-09 22:20:45.833091
39f2fefc,912096c5,0.000187,0.000164,2.3e-05,-1.2e-05,5.8e-05,True,partial,7,2026-04-09 22:20:45.834720
28de9760,92ceb29e,0.000107,9.6e-05,1.2e-05,-8e-06,3.2e-05,True,partial,7,2026-04-09 22:20:45.836987
f834f583,da0cd883,0.002396,0.00158,0.000816,2.1e-05,0.001611,True,confirmed,7,2026-04-09 22:20:45.838490
a1aa095d,2035c586,0.00158,0.001208,0.000371,-0.000186,0.000929,True,partial,7,2026-04-09 22:20:45.839981
735e9e91,b15c766e,0.000226,0.000203,2.3e-05,-2e-05,6.6e-05,True,partial,7,2026-04-09 22:20:45.841433
d6219f6d,c77c6016,0.000935,0.000352,0.000583,0.000326,0.000841,True,confirmed,7,2026-04-09 22:20:45.842959
b84cb3eb,79471f06,0.001829,0.001544,0.000285,-5.2e-05,0.000622,True,partial,7,2026-04-09 22:20:45.845154
9908a314,b1ddb0e5,0.001955,0.001694,0.000262,-0.000103,0.000627,True,partial,7,2026-04-09 22:20:45.846651
a9aecc5c,7b0f6fff,0.001138,0.000925,0.000213,6e-06,0.000419,True,confirmed,7,2026-04-09 22:20:45.848501
e8bf82ee,b8096386,0.005833,0.003832,0.002001,6.8e-05,0.003934,True,confirmed,7,2026-04-09 22:20:45.850343
a767585c,869babe5,0.000133,0.000115,1.8e-05,-7e-06,4.3e-05,True,partial,7,2026-04-09 22:20:45.851949
316e745b,d990c9b5,0.002594,0.002085,0.000509,-0.000429,0.001445,True,partial,7,2026-04-09 22:20:45.854084
929b3d6f,ffbc517a,0.003905,0.003487,0.000418,-0.000321,0.001157,True,partial,7,2026-04-09 22:20:45.855832
ccff95a7,73426fc0,0.000715,0.000259,0.000456,0.000261,0.00065,True,confirmed,7,2026-04-09 22:20:45.857340
048440d9,49b7441a,0.000413,0.000362,5.1e-05,-2.6e-05,0.000129,True,partial,7,2026-04-09 22:20:45.858795
1df8c0fa,a3a70e9d,0.000138,0.000112,2.6e-05,1e-06,5.1e-05,True,confirmed,7,2026-04-09 22:20:45.861755
24bbf166,c35e9658,0.002151,0.001645,0.000506,-0.000254,0.001265,True,partial,7,2026-04-09 22:20:45.863241
74eb2d4a,5fb0905c,0.000738,0.000641,9.8e-05,-0.000178,0.000374,True,partial,7,2026-04-09 22:20:45.865760
88a1bc75,571b31ed,0.000288,0.00025,3.8e-05,-6.9e-05,0.000146,True,partial,7,2026-04-09 22:20:45.869412
36b85f47,9d385a07,0.001393,0.001178,0.000215,-4.2e-05,0.000472,True,partial,7,2026-04-09 22:20:45.870888
21f9334c,6f26308e,0.003832,0.002837,0.000995,-0.000338,0.002328,True,partial,7,2026-04-09 22:20:45.872362
31a7d347,310250c6,0.001051,0.000883,0.000168,-0.000219,0.000555,True,partial,7,2026-04-09 22:20:45.873888
83ec03ec,b3a75341,0.001227,0.001065,0.000162,-0.000296,0.000621,True,partial,7,2026-04-09 22:20:45.876638
e9be673d,facbcf57,0.001765,0.001531,0.000234,-0.000426,0.000893,True,partial,7,2026-04-09 22:20:45.878557
5e021b75,5e6b661a,0.001368,0.000948,0.00042,-4.3e-05,0.000883,True,partial,7,2026-04-09 22:20:45.880107
ec8ccb77,682731e8,0.001679,0.001021,0.000658,0.000118,0.001198,True,confirmed,7,2026-04-09 22:20:45.883090
2287163e,871b88b1,0.002172,0.001885,0.000288,-0.000524,0.001099,True,partial,7,2026-04-09 22:20:45.884968
c01eef02,a064e63e,0.000863,0.000749,0.000114,-0.000208,0.000437,True,partial,7,2026-04-09 22:20:45.886582
03ba4749,163bf8ec,0.00053,0.000465,6.5e-05,-3.3e-05,0.000165,True,partial,7,2026-04-09 22:20:45.888849
f541c104,84fcbc85,0.002105,0.001826,0.000279,-0.000508,0.001065,True,partial,7,2026-04-09 22:20:45.892075
e654b863,882404e3,0.001157,0.00104,0.000117,-0.000102,0.000337,True,partial,7,2026-04-09 22:20:45.895322
ac5867fe,d07350b1,0.001453,0.000714,0.00074,0.000306,0.001173,True,confirmed,7,2026-04-09 22:20:45.897028
2983fc20,076daecc,0.000497,0.000432,6.4e-05,-2.8e-05,0.000157,True,partial,7,2026-04-09 22:20:45.900503
630add63,f86ab42a,0.00032,0.000116,0.000204,0.000117,0.000291,True,confirmed,7,2026-04-09 22:20:45.902101
64d1e5f4,e7cb576a,0.000539,0.000473,6.7e-05,-3.4e-05,0.000168,True,partial,7,2026-04-09 22:20:45.903757
4252c2a7,c53054c1,0.003524,0.002975,0.000549,-0.0001,0.001199,True,partial,7,2026-04-09 22:20:45.905749
52a86d15,9c90a785,0.000616,0.000267,0.000349,0.000172,0.000525,True,confirmed,7,2026-04-09 22:20:45.907940
04c02981,99996d81,0.008635,0.005408,0.003228,0.000421,0.006037,True,confirmed,7,2026-04-09 22:20:45.910535
ffb58f8f,d15f8aa2,0.000629,0.000488,0.000141,3e-05,0.000253,True,confirmed,7,2026-04-09 22:20:45.912282
d61c298c,d4b179b5,0.003337,0.001256,0.002082,0.001162,0.003,True,confirmed,7,2026-04-09 22:20:45.913769
80979acf,f10b5b4d,0.002399,0.001502,0.000897,0.000117,0.001677,True,confirmed,7,2026-04-09 22:20:45.917513
0035f4bd,6234abf0,0.004045,0.002903,0.001142,-0.000248,0.002531,True,partial,7,2026-04-09 22:20:45.919147
ba14d4dd,baf04fc8,0.001406,0.001009,0.000397,-8.6e-05,0.00088,True,partial,7,2026-04-09 22:20:45.920918
3a36c875,eee7684e,0.000569,0.000481,8.9e-05,-1.6e-05,0.000194,True,partial,7,2026-04-09 22:20:45.922694
e761becc,e8a2cc5b,0.005093,0.004432,0.000661,-0.00029,0.001614,True,partial,7,2026-04-09 22:20:45.924275
350f5616,eaad608a,0.00063,0.000452,0.000178,-3.9e-05,0.000394,True,partial,7,2026-04-09 22:20:45.926093
d6aa1127,fdae7ae6,0.00069,0.000273,0.000418,0.000225,0.00061,True,confirmed,7,2026-04-09 22:20:45.927949
39cb07c3,92bda3ef,0.000271,0.000239,3.2e-05,-1.9e-05,8.3e-05,True,partial,7,2026-04-09 22:20:45.929611
57636749,4b7f8c1f,0.000254,0.00011,0.000144,7.1e-05,0.000217,True,confirmed,7,2026-04-09 22:20:45.933053
9b7c1854,90c18ff5,0.046719,0.039118,0.007602,-0.000983,0.016175,True,partial,7,2026-04-09 22:20:45.934912
949ba559,bb2405c9,0.086083,0.074906,0.011177,-0.004907,0.027282,True,partial,7,2026-04-09 22:20:45.936410
2c02870b,ae4dd0ef,0.081965,0.071323,0.010643,-0.004672,0.025977,True,partial,7,2026-04-09 22:20:45.937888
3430e12b,bb27e9dd,0.032512,0.02829,0.004221,-0.001853,0.010304,True,partial,7,2026-04-09 22:20:45.940429
4e1662ae,b558ad1b,0.016904,0.01318,0.003724,0.000712,0.006703,True,confirmed,7,2026-04-09 22:20:45.943306
e2995951,f37c1c30,0.164474,0.12176,0.042714,-0.014512,0.09994,True,partial,7,2026-04-09 22:20:45.944998
a2faeb92,62583887,0.073527,0.02667,0.046857,0.026825,0.066889,True,confirmed,7,2026-04-09 22:20:45.947210
a5137ccd,2d3b5730,0.029951,0.024942,0.005009,-0.005964,0.015982,True,partial,7,2026-04-09 22:20:45.949846
7953b216,a8dc7d2a,0.021714,0.006706,0.015008,0.009328,0.020693,True,confirmed,7,2026-04-09 22:20:45.951374
3478a3b9,450dbcd2,0.064343,0.04161,0.022733,0.001558,0.043947,True,confirmed,7,2026-04-09 22:20:45.952861
d638c21a,77234578,0.146232,0.130574,0.015659,-0.012015,0.043332,True,partial,7,2026-04-09 22:20:45.955034
34693a28,7556390e,0.114881,0.10258,0.012302,-0.009439,0.034042,True,partial,7,2026-04-09 22:20:45.956542
1f7f0d5b,403916c6,0.016678,0.013889,0.002789,-0.003321,0.008899,True,partial,7,2026-04-09 22:20:45.958011
51d87e57,d1536dd8,0.052222,0.041983,0.01024,-0.008627,0.029081,True,partial,7,2026-04-09 22:20:45.959997
13dfde03,43d0e53c,0.03951,0.032902,0.006607,-0.007868,0.021082,True,partial,7,2026-04-09 22:20:45.962127
5264ef00,721b63bb,0.127845,0.110725,0.01712,-0.00674,0.041012,True,partial,7,2026-04-09 22:20:45.966000
fa7726c8,40cf54aa,0.899205,0.106142,0.793063,0.602425,0.98344,True,confirmed,7,2026-04-09 22:20:45.967851
ab6ec090,eae72458,1.531303,0.15062,1.380683,1.059603,1.702573,True,confirmed,7,2026-04-09 22:20:45.969662
4e6f10df,9efab7d4,0.71465,0.603315,0.111335,-0.020338,0.243184,True,partial,7,2026-04-09 22:20:45.971453
dc915ef5,2cb9be5f,0.004446,0.003851,0.000595,-0.000234,0.001426,True,partial,7,2026-04-09 22:20:45.972933
7593b975,b836974f,0.015569,0.013035,0.002533,-0.000328,0.00539,True,partial,7,2026-04-09 22:20:45.974392
787c8b6a,11c2ffc1,0.014857,0.009173,0.005684,0.000877,0.010491,True,confirmed,7,2026-04-09 22:20:45.976307
fcbdebc3,581f6422,0.00018,0.000153,2.7e-05,-6e-06,6e-05,True,partial,7,2026-04-09 22:20:45.978197
dd19dae6,8b9af505,0.001961,0.001387,0.000574,0.000242,0.000913,True,confirmed,7,2026-04-09 22:20:45.979668
413e4be8,fe92c7b9,0.001322,0.001031,0.000291,5.6e-05,0.000524,True,confirmed,7,2026-04-09 22:20:45.982519
6f88e15f,07ab1415,0.038847,0.033803,0.005044,-0.002214,0.012312,True,partial,7,2026-04-09 22:20:45.984508
4e6d4b58,acc19941,0.016551,0.013858,0.002693,-0.000348,0.00573,True,partial,7,2026-04-09 22:20:45.986201
ab3824db,dc20ca1f,0.003578,0.003021,0.000557,-0.000102,0.001218,True,partial,7,2026-04-09 22:20:45.987873
db198408,9fb15180,0.000289,0.000205,8.5e-05,3.6e-05,0.000135,True,confirmed,7,2026-04-09 22:20:45.989350
e718c765,562c40a7,0.015625,0.013191,0.002434,-0.000445,0.005317,True,partial,7,2026-04-09 22:20:45.990845
1033a106,dc8395f1,0.019919,0.017903,0.002017,-0.00176,0.005798,True,partial,7,2026-04-09 22:20:45.992655
53588dd9,f9434adb,0.002811,0.002013,0.000798,0.000314,0.001281,True,confirmed,7,2026-04-09 22:20:45.994639
543d0d1d,1fd3b0c9,0.012541,0.011198,0.001343,-0.00103,0.003716,True,partial,7,2026-04-09 22:20:45.996126
96874176,498ba8da,0.001238,0.000875,0.000362,0.000153,0.000577,True,confirmed,7,2026-04-09 22:20:45.999233
90802952,5f19fc25,0.003793,0.002363,0.00143,0.000198,0.002661,True,confirmed,7,2026-04-09 22:20:46.000894
ecb1c4a3,b2c77f97,0.002371,0.001677,0.000694,0.00029,0.001098,True,confirmed,7,2026-04-09 22:20:46.002647
44903ba2,d41f9745,0.003675,0.001135,0.00254,0.001579,0.003502,True,confirmed,7,2026-04-09 22:20:46.004319
ad100e72,da770893,0.015084,0.006343,0.008741,0.004452,0.01303,True,confirmed,7,2026-04-09 22:20:46.005837
3073770d,eb531561,0.019952,0.016706,0.003246,-0.00042,0.006908,True,partial,7,2026-04-09 22:20:46.007346
d6bf6c5d,3955665b,0.037974,0.032889,0.005085,-0.002002,0.012182,True,partial,7,2026-04-09 22:20:46.009056
31ba3def,e65c2454,0.014625,0.009111,0.005514,0.000763,0.01026,True,confirmed,7,2026-04-09 22:20:46.010956
89e96b0b,3f07649f,0.051087,0.005025,0.046062,0.03535,0.056801,True,confirmed,7,2026-04-09 22:20:46.012479
48d35b1a,6b939531,0.000197,0.000153,4.4e-05,9e-06,7.9e-05,True,confirmed,7,2026-04-09 22:20:46.015415
834f2bf5,8b259509,0.001315,0.00093,0.000385,0.000161,0.000609,True,confirmed,7,2026-04-09 22:20:46.017014
a5ef3495,e8284a47,0.033527,0.00287,0.030658,0.023664,0.037644,True,confirmed,7,2026-04-09 22:20:46.018486
97ef2590,79975fb9,0.020392,0.018209,0.002184,-0.001675,0.006043,True,partial,7,2026-04-09 22:20:46.020048
e1dd8db3,ed1878f3,0.000281,0.000201,8e-05,3.1e-05,0.000128,True,confirmed,7,2026-04-09 22:20:46.021727
e26189fa,10281c05,0.000281,0.000201,8e-05,3.1e-05,0.000128,True,confirmed,7,2026-04-09 22:20:46.023234
165802e8,e73bbc1c,0.001332,0.001039,0.000293,-0.000181,0.000767,True,partial,7,2026-04-09 22:20:46.024874
ffb63bf7,e2706844,0.022852,0.018821,0.004031,-0.000138,0.008195,True,partial,7,2026-04-09 22:20:46.026987
d98e76cb,bdf6910e,0.008288,0.006997,0.001291,-0.000236,0.00282,True,partial,7,2026-04-09 22:20:46.028654
a87d7013,f0ec7b48,0.008554,0.003218,0.005336,0.002979,0.007691,True,confirmed,7,2026-04-09 22:20:46.030131
57539944,9dfc8704,0.009065,0.008147,0.000918,-0.000801,0.002638,True,partial,7,2026-04-09 22:20:46.032994
f19cf17c,59904d82,0.002242,0.001893,0.000349,-6.4e-05,0.000763,True,partial,7,2026-04-09 22:20:46.034686
05b89283,f2db8e25,0.011206,0.009478,0.001728,-0.000339,0.003798,True,partial,7,2026-04-09 22:20:46.036270
354c433b,3e813a3f,0.003327,0.002152,0.001175,8.1e-05,0.002272,True,confirmed,7,2026-04-09 22:20:46.037746
492693f1,76f28396,0.053091,0.006444,0.046648,0.035383,0.057912,True,confirmed,7,2026-04-09 22:20:46.039514
8b6370c1,ebf4b20b,0.02145,0.002206,0.019245,0.014735,0.02376,True,confirmed,7,2026-04-09 22:20:46.040989
4d462ec4,7ee3be83,0.026219,0.023412,0.002808,-0.002154,0.007769,True,partial,7,2026-04-09 22:20:46.042827
9089817d,ce748b8d,0.002406,0.001181,0.001225,0.000507,0.001942,True,confirmed,7,2026-04-09 22:20:46.044647
c4feeb6d,306b12e3,0.013209,0.011872,0.001337,-0.001167,0.003845,True,partial,7,2026-04-09 22:20:46.046126
86a5bed0,d6985ef9,0.019964,0.016442,0.003522,-0.00012,0.007159,True,partial,7,2026-04-09 22:20:46.048908
6dbe5819,4047c741,0.012625,0.004312,0.008313,0.004927,0.011699,True,confirmed,7,2026-04-09 22:20:46.050802
865b6798,607192d4,0.01103,0.009553,0.001477,-0.000582,0.003538,True,partial,7,2026-04-09 22:20:46.052319
779cfd58,647ad196,0.000651,0.000547,0.000104,-0.000136,0.000343,True,partial,7,2026-04-09 22:20:46.053989
88b09d73,614c7bd3,0.015665,0.013567,0.002098,-0.000826,0.005025,True,partial,7,2026-04-09 22:20:46.055719
0a105db0,9e7f3a56,0.022292,0.019905,0.002387,-0.001831,0.006606,True,partial,7,2026-04-09 22:20:46.057270
813f4bcf,fed7024b,0.008248,0.007365,0.000883,-0.000678,0.002444,True,partial,7,2026-04-09 22:20:46.059141
9bbdd240,784724ca,0.013351,0.008317,0.005034,0.000697,0.009366,True,confirmed,7,2026-04-09 22:20:46.061158
7de075a9,6adedcc1,0.004201,0.002554,0.001647,0.000296,0.002998,True,confirmed,7,2026-04-09 22:20:46.062912
134027fb,b203d575,0.073593,0.066142,0.007451,-0.006501,0.021421,True,partial,7,2026-04-09 22:20:46.067169
23ca86df,51ffb83d,0.006093,0.005144,0.000949,-0.000173,0.002073,True,partial,7,2026-04-09 22:20:46.069082
a5fcaeb7,56e6ce38,0.004496,0.003764,0.000732,-9.5e-05,0.001557,True,partial,7,2026-04-09 22:20:46.070817
eca1188c,e5843ca9,0.008282,0.007005,0.001277,-0.00025,0.002807,True,partial,7,2026-04-09 22:20:46.072533
0c698e98,8e5f555a,0.008823,0.00793,0.000893,-0.000779,0.002568,True,partial,7,2026-04-09 22:20:46.074001
c2eaaf38,5a5443fd,0.000788,0.000564,0.000224,8.8e-05,0.000359,True,confirmed,7,2026-04-09 22:20:46.075783
fcd6d9ad,22351610,0.013281,0.011859,0.001422,-0.001091,0.003936,True,partial,7,2026-04-09 22:20:46.077741
fc7923b0,6a356a6d,0.013872,0.012071,0.001801,-0.000791,0.004396,True,partial,7,2026-04-09 22:20:46.079309
94a683ee,53e6c4c0,0.008764,0.00759,0.001174,-0.000462,0.002811,True,partial,7,2026-04-09 22:20:46.080775
a4351bc6,6ec564cc,0.01514,0.013175,0.001966,-0.000863,0.004798,True,partial,7,2026-04-09 22:20:46.083795
1e4b157b,cfbf429c,0.022835,0.01987,0.002965,-0.001302,0.007237,True,partial,7,2026-04-09 22:20:46.085311
461e5f9a,b283845a,0.025092,0.002334,0.022758,0.017504,0.028006,True,confirmed,7,2026-04-09 22:20:46.086960
637d2d1c,308fa357,0.027179,0.02365,0.003529,-0.001549,0.008614,True,partial,7,2026-04-09 22:20:46.088625
a985975e,8ef2255a,0.033008,0.00266,0.030347,0.023478,0.037209,True,confirmed,7,2026-04-09 22:20:46.090116
eadefb81,5fae7fbf,0.001368,0.001061,0.000306,6.6e-05,0.00055,True,confirmed,7,2026-04-09 22:20:46.091776
eccc8ca4,5347b422,0.086678,0.077397,0.009282,-0.007122,0.025685,True,partial,7,2026-04-09 22:20:46.093782
81150316,8b7c6d17,0.002248,0.001882,0.000366,-4.7e-05,0.000778,True,partial,7,2026-04-09 22:20:46.095377
d91a5042,73ae80ec,0.000991,0.000783,0.000208,-0.000147,0.000563,True,partial,7,2026-04-09 22:20:46.097031
32d1d7d7,279c445d,0.001064,0.000841,0.000224,-0.000157,0.000604,True,partial,7,2026-04-09 22:20:46.100012
54b309eb,83e4ef73,0.005166,0.004115,0.001051,-0.000804,0.002908,True,partial,7,2026-04-09 22:20:46.101574
af9df930,a1cff12a,0.002852,0.00246,0.000393,-0.000139,0.000923,True,partial,7,2026-04-09 22:20:46.103097
f214c188,1d932c8d,0.000376,0.000275,0.000101,-2.9e-05,0.000231,True,partial,7,2026-04-09 22:20:46.104577
3aa49a8a,3ab0933b,0.006412,0.003743,0.002669,0.000638,0.004701,True,confirmed,7,2026-04-09 22:20:46.106206
643dcb48,782122da,0.002183,0.00171,0.000474,-0.000305,0.001253,True,partial,7,2026-04-09 22:20:46.107736
5fed8c12,1b8e60d2,0.000522,0.000382,0.00014,-4.1e-05,0.000321,True,partial,7,2026-04-09 22:20:46.110039
928ced25,d1027eba,0.000368,0.000293,7.5e-05,-5.7e-05,0.000207,True,partial,7,2026-04-09 22:20:46.111980
ea26d009,d813ac84,0.000448,0.000312,0.000136,-1.6e-05,0.000288,True,partial,7,2026-04-09 22:20:46.113486
27b79856,e206a1ca,0.002859,0.002278,0.000582,-0.000445,0.001609,True,partial,7,2026-04-09 22:20:46.116620
d15d4b9e,072daff0,0.000287,0.000239,4.8e-05,-4e-06,0.000101,True,partial,7,2026-04-09 22:20:46.118232
9358d37f,5f600a52,0.00674,0.005026,0.001714,-0.000638,0.004068,True,partial,7,2026-04-09 22:20:46.119812
9de79c2b,486f6a58,0.000708,0.000268,0.00044,0.000245,0.000635,True,confirmed,7,2026-04-09 22:20:46.121289
5744cdd0,4f75c700,0.000875,0.000691,0.000184,-0.000129,0.000497,True,partial,7,2026-04-09 22:20:46.122941
35ea82dd,950202fb,0.000569,0.000321,0.000248,7e-05,0.000426,True,confirmed,7,2026-04-09 22:20:46.124418
893da0d6,20519ffb,0.001018,0.000703,0.000315,-2.9e-05,0.000659,True,partial,7,2026-04-09 22:20:46.126614
060e9340,bb2a4db5,0.000561,0.000447,0.000114,-8.7e-05,0.000316,True,partial,7,2026-04-09 22:20:46.128457
23e5610b,fba079bb,0.000351,0.000255,9.7e-05,-2.4e-05,0.000218,True,partial,7,2026-04-09 22:20:46.129945
6f44ab2f,739f91a4,0.099268,0.074192,0.025076,-0.009637,0.059754,True,partial,7,2026-04-09 22:20:46.132961
a3299094,eaa4c51d,0.033144,0.027601,0.005543,-0.000529,0.011615,True,partial,7,2026-04-09 22:20:46.134569
365d7033,a93601e9,0.100993,0.087817,0.013176,-0.005722,0.03205,True,partial,7,2026-04-09 22:20:46.136037
71d7b9cc,d9e8abff,0.044209,0.033041,0.011168,-0.004292,0.026612,True,partial,7,2026-04-09 22:20:46.137558
b1621a01,22535827,0.12439,0.10615,0.01824,-0.004808,0.041288,True,partial,7,2026-04-09 22:20:46.139141
9a622cab,69dffb3b,1.054731,0.919179,0.135552,-0.061734,0.333101,True,partial,7,2026-04-09 22:20:46.140608
673d9b2b,4ba35578,0.535779,0.44618,0.089599,-0.008558,0.187756,True,partial,7,2026-04-09 22:20:46.142404
d0d3e199,ea42ddab,0.00686,0.006094,0.000766,-0.000531,0.002061,True,partial,7,2026-04-09 22:20:46.144319
5cc5e0a5,311bf061,0.01508,0.001798,0.013282,0.010088,0.016476,True,confirmed,7,2026-04-09 22:20:46.145834
5fff6eaa,71ac062d,0.020918,0.002004,0.018914,0.01453,0.023297,True,confirmed,7,2026-04-09 22:20:46.147290
ef2863a3,fb0e17a7,0.031312,0.003124,0.028187,0.021618,0.034764,True,confirmed,7,2026-04-09 22:20:46.150345
4f9167fc,d0b0fe37,0.055293,0.005962,0.049331,0.043209,0.055453,True,confirmed,7,2026-04-09 22:20:46.151828
0bd32488,dd94a8e8,0.027027,0.003206,0.023821,0.020801,0.026849,True,confirmed,7,2026-04-09 22:20:46.153344
806e7779,adeec877,0.04211,0.003679,0.038431,0.029643,0.047219,True,confirmed,7,2026-04-09 22:20:46.154808
d9c16b4e,a340b4e6,0.006569,0.000708,0.005861,0.005133,0.006588,True,confirmed,7,2026-04-09 22:20:46.156474
b5df6ad6,b9c0cfc5,0.012038,0.001358,0.01068,0.009343,0.01202,True,confirmed,7,2026-04-09 22:20:46.157935
dd9ebe25,40a65262,0.01526,0.006901,0.008359,0.003927,0.01279,True,confirmed,7,2026-04-09 22:20:46.160117
0ecdde25,1fb3a11a,0.019906,0.002146,0.01776,0.015556,0.019964,True,confirmed,7,2026-04-09 22:20:46.161745
c21399f5,565c37ff,0.008875,0.007625,0.00125,-0.000401,0.002898,True,partial,7,2026-04-09 22:20:46.163216
06205737,dab9efd2,0.019219,0.01615,0.003069,-0.000466,0.006605,True,partial,7,2026-04-09 22:20:46.166042
255ae75d,b6a57869,0.090948,0.075702,0.015246,-0.001408,0.031922,True,partial,7,2026-04-09 22:20:46.167581
d1867a4f,5183cc5b,0.011784,0.007768,0.004016,0.000104,0.007926,True,confirmed,7,2026-04-09 22:20:46.169046
